"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
22,22,4,1,121187,121187,16777216,27,"void copy_kernel<2048>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",12296.000000,4655559183479597,4655559183694959
22,22,4,1,121187,121187,16777216,27,"void copy_kernel<2048>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",3629362.000000,4655559183479597,4655559183694959
22,22,4,1,121187,121187,16777216,27,"void copy_kernel<2048>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",536580.000000,4655559183479597,4655559183694959
22,22,4,1,121187,121187,16777216,27,"void copy_kernel<2048>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",3116806.000000,4655559183479597,4655559183694959
22,22,4,1,121187,121187,16777216,27,"void copy_kernel<2048>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559183479597,4655559183694959
23,23,4,1,121187,121187,16777216,24,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559184174964,4655559184350486
23,23,4,1,121187,121187,16777216,24,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559184174964,4655559184350486
23,23,4,1,121187,121187,16777216,24,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",2558744.000000,4655559184174964,4655559184350486
23,23,4,1,121187,121187,16777216,24,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559184174964,4655559184350486
23,23,4,1,121187,121187,16777216,24,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",2037998.000000,4655559184174964,4655559184350486
23,23,4,1,121187,121187,16777216,24,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559184174964,4655559184350486
24,24,4,1,121187,121187,16777216,29,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559184816091,4655559185008574
24,24,4,1,121187,121187,16777216,29,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559184816091,4655559185008574
24,24,4,1,121187,121187,16777216,29,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",3624050.000000,4655559184816091,4655559185008574
24,24,4,1,121187,121187,16777216,29,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559184816091,4655559185008574
24,24,4,1,121187,121187,16777216,29,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",3103304.000000,4655559184816091,4655559185008574
24,24,4,1,121187,121187,16777216,29,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559184816091,4655559185008574
25,25,4,1,121187,121187,16777216,26,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559185481379,4655559185868583
25,25,4,1,121187,121187,16777216,26,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559185481379,4655559185868583
25,25,4,1,121187,121187,16777216,26,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",14317902.000000,4655559185481379,4655559185868583
25,25,4,1,121187,121187,16777216,26,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559185481379,4655559185868583
25,25,4,1,121187,121187,16777216,26,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",13797156.000000,4655559185481379,4655559185868583
25,25,4,1,121187,121187,16777216,26,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559185481379,4655559185868583
26,26,4,1,121187,121187,16777216,34,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559186336908,4655559186759793
26,26,4,1,121187,121187,16777216,34,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559186336908,4655559186759793
26,26,4,1,121187,121187,16777216,34,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",16391266.000000,4655559186336908,4655559186759793
26,26,4,1,121187,121187,16777216,34,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559186336908,4655559186759793
26,26,4,1,121187,121187,16777216,34,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",15870520.000000,4655559186336908,4655559186759793
26,26,4,1,121187,121187,16777216,34,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559186336908,4655559186759793
27,27,4,1,121187,121187,16777216,28,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559187230358,4655559187672283
27,27,4,1,121187,121187,16777216,28,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559187230358,4655559187672283
27,27,4,1,121187,121187,16777216,28,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",17232942.000000,4655559187230358,4655559187672283
27,27,4,1,121187,121187,16777216,28,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559187230358,4655559187672283
27,27,4,1,121187,121187,16777216,28,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16712196.000000,4655559187230358,4655559187672283
27,27,4,1,121187,121187,16777216,28,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559187230358,4655559187672283
28,28,4,1,121187,121187,16777216,25,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559188149249,4655559188603014
28,28,4,1,121187,121187,16777216,25,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559188149249,4655559188603014
28,28,4,1,121187,121187,16777216,25,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",17177178.000000,4655559188149249,4655559188603014
28,28,4,1,121187,121187,16777216,25,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559188149249,4655559188603014
28,28,4,1,121187,121187,16777216,25,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16656432.000000,4655559188149249,4655559188603014
28,28,4,1,121187,121187,16777216,25,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559188149249,4655559188603014
29,29,4,1,121187,121187,16777216,22,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559189078219,4655559189565104
29,29,4,1,121187,121187,16777216,22,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559189078219,4655559189565104
29,29,4,1,121187,121187,16777216,22,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",17082602.000000,4655559189078219,4655559189565104
29,29,4,1,121187,121187,16777216,22,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559189078219,4655559189565104
29,29,4,1,121187,121187,16777216,22,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16561856.000000,4655559189078219,4655559189565104
29,29,4,1,121187,121187,16777216,22,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559189078219,4655559189565104
30,30,4,1,121187,121187,16777216,32,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559190029749,4655559190654396
30,30,4,1,121187,121187,16777216,32,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,4655559190029749,4655559190654396
30,30,4,1,121187,121187,16777216,32,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",16680938.000000,4655559190029749,4655559190654396
30,30,4,1,121187,121187,16777216,32,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,4655559190029749,4655559190654396
30,30,4,1,121187,121187,16777216,32,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16160192.000000,4655559190029749,4655559190654396
30,30,4,1,121187,121187,16777216,32,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559190029749,4655559190654396
