"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
20,20,4,1,121187,121187,16777216,33,"void copy_kernel<512>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",561151.000000,4655559182008540,4655559182297823
20,20,4,1,121187,121187,16777216,33,"void copy_kernel<512>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",9207944.000000,4655559182008540,4655559182297823
20,20,4,1,121187,121187,16777216,33,"void copy_kernel<512>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559182008540,4655559182297823
21,21,4,1,121187,121187,16777216,31,"void copy_kernel<1024>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559182773349,4655559183013191
21,21,4,1,121187,121187,16777216,31,"void copy_kernel<1024>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",20486.000000,4655559182773349,4655559183013191
21,21,4,1,121187,121187,16777216,31,"void copy_kernel<1024>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",5851803.000000,4655559182773349,4655559183013191
21,21,4,1,121187,121187,16777216,31,"void copy_kernel<1024>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",544770.000000,4655559182773349,4655559183013191
21,21,4,1,121187,121187,16777216,31,"void copy_kernel<1024>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",5347437.000000,4655559182773349,4655559183013191
21,21,4,1,121187,121187,16777216,31,"void copy_kernel<1024>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,4655559182773349,4655559183013191
22,22,4,1,121187,121187,16777216,27,"void copy_kernel<2048>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,4655559183479597,4655559183694959
